村里,區域,mean,std,min,max,q25,q75,median,change_mean,change_std,change_max,change_min,acf_1,acf_2,acf_3,trend,seasonal_peak,seasonal_amplitude,outlier_count,outlier_ratio,zero_count,zero_ratio,consecutive_max,consecutive_nonzero_max,kmeans_cluster,hierarchical_cluster
南區-新興里,南區,82.33333333333333,93.66699881317147,0.0,464.0,10.0,121.5,52.0,0.0,0.0,0.0,-1.0,0.19468174266234073,0.2686895275563974,0.2966031701317092,0.19239819004524916,7,2.0804953560371517,2,0.0392156862745098,10,0.19607843137254902,4,21,0,1
南區-明亮里,南區,40.333333333333336,56.42009098421118,0.0,295.0,4.0,54.5,16.0,0.0,0.0,0.0,-1.0,0.2874912695643279,0.05395001248029435,0.119810315053658,0.6451583710407237,10,2.4702439024390244,3,0.058823529411764705,12,0.23529411764705882,3,16,0,1
南區-明德里,南區,144.2549019607843,121.21333971758305,0.0,442.0,32.5,201.5,130.0,0.0,0.0,0.0,-1.0,0.4767951352805355,0.40005097665973255,0.46381513692342774,1.2550226244343896,9,1.8854527804742756,0,0.0,3,0.058823529411764705,1,42,1,3
南區-明興里,南區,69.23529411764706,80.06836784530933,0.0,358.0,8.5,90.0,57.0,0.0,0.0,0.0,-1.0,0.25001533256712577,0.11544043567608661,0.0832437083733675,-1.6850678733031677,7,2.993181818181818,4,0.0784313725490196,9,0.17647058823529413,4,21,0,1
南區-松安里,南區,163.33333333333334,165.80840348627288,0.0,723.0,40.5,220.0,99.0,0.0,0.0,0.0,-1.0,0.4785098835034265,0.3583340203363424,0.45498592187658726,4.501809954751129,9,2.2726943942133815,4,0.0784313725490196,3,0.058823529411764705,1,41,1,3
南區-永寧里,南區,176.76470588235293,153.2832134625699,0.0,628.0,54.0,246.5,149.0,0.0,0.0,0.0,-1.0,0.5283435348583615,0.4486148678710326,0.31009616430865383,4.740542986425339,11,2.036818339701285,2,0.0392156862745098,2,0.0392156862745098,1,47,1,3
南區-田寮里,南區,49.96078431372549,49.280406160791216,0.0,219.0,10.5,64.5,44.0,0.0,0.0,0.0,-1.0,0.17545073296259014,0.32065810198852807,0.47860601692347127,0.8706787330316739,7,2.245413779046066,3,0.058823529411764705,8,0.1568627450980392,2,15,0,1
南區-省躬里,南區,87.54901960784314,94.8258010723854,0.0,392.0,27.5,99.5,52.0,0.0,0.0,0.0,-1.0,0.4799929469060217,0.34401881004081647,0.34327995421888374,1.2966515837104067,6,2.2724064925899787,9,0.17647058823529413,5,0.09803921568627451,3,25,0,2
南區-竹溪里,南區,188.2549019607843,177.5229385896093,0.0,696.0,56.5,298.0,132.0,0.0,0.0,0.0,-1.0,0.45659290752518333,0.310462034558878,0.3659336955404025,0.7527601809954735,7,2.620415839515202,1,0.0196078431372549,4,0.0784313725490196,1,26,1,3
南區-興農里,南區,58.705882352941174,74.8489930774348,0.0,380.0,21.5,61.0,41.0,0.0,0.0,0.0,-1.0,0.6330448431414115,0.2813387275323363,0.12793811578039138,1.2019004524886876,9,2.825952626158599,5,0.09803921568627451,6,0.11764705882352941,2,21,0,2
南區-郡南里,南區,65.13725490196079,87.16031656845749,0.0,362.0,5.0,87.0,32.0,0.0,0.0,0.0,-1.0,0.29262422254105314,0.3935909746274709,0.37300781974459807,0.6313122171945695,7,2.721461187214612,4,0.0784313725490196,12,0.23529411764705882,2,22,0,2
南區-金華里,南區,41.8235294117647,61.97602952185723,0.0,310.0,0.0,58.5,22.0,0.0,0.0,0.0,-1.0,0.4484696453451911,0.14506950309740477,0.21628714552187364,-0.3298642533936658,7,4.033755274261603,2,0.0392156862745098,14,0.27450980392156865,4,14,0,1
南區-開南里,南區,137.54901960784315,123.4621097706483,0.0,467.0,29.5,218.0,113.0,0.0,0.0,0.0,-1.0,0.6731362153661605,0.6654797660669189,0.5494581666994742,2.7325791855203616,10,2.271309922774297,0,0.0,6,0.11764705882352941,2,38,1,3
南區-鯤鯓里,南區,249.2549019607843,249.55214630511634,0.0,934.0,69.5,335.5,169.0,0.0,0.0,0.0,-1.0,0.4280722729883256,0.21946094196033714,0.3329883743205029,4.846968325791853,9,1.8844088176352707,4,0.0784313725490196,3,0.058823529411764705,1,26,1,3
南區-鹽埕里,南區,85.80392156862744,69.42910617539106,0.0,303.0,28.5,142.0,61.0,0.0,0.0,0.0,-1.0,0.2827177658067318,0.2928342670944602,0.38651413427835135,-0.17601809954751124,8,1.3299398426654325,0,0.0,1,0.0196078431372549,1,44,1,1
安平區-億載里,安平區,63.705882352941174,57.748868081598644,0.0,233.0,20.0,98.0,53.0,0.0,0.0,0.0,-1.0,0.3764731929879389,0.09308544984609937,0.2705987595116933,0.4371040723981894,8,1.7430793157076203,1,0.0196078431372549,6,0.11764705882352941,2,29,0,1
安平區-國平里,安平區,62.27450980392157,85.89553618934399,0.0,339.0,0.0,84.5,28.0,0.0,0.0,0.0,-1.0,0.44010694390037675,0.23142368475858438,0.4475231729832006,1.4485067873303161,9,3.157092986353539,4,0.0784313725490196,18,0.35294117647058826,6,16,0,2
安平區-天妃里,安平區,126.15686274509804,120.67300817482251,0.0,470.0,34.5,192.5,88.0,0.0,0.0,0.0,-1.0,0.288494285534534,0.1969128342225698,0.35844005320079936,1.3639819004524882,8,1.8070404172099088,2,0.0392156862745098,4,0.0784313725490196,2,41,1,3
安平區-平安里,安平區,154.64705882352942,163.42690396986805,0.0,731.0,44.0,186.5,119.0,0.0,0.0,0.0,-1.0,0.3627195642857095,0.2367015591077424,0.3370359958796884,4.009864253393665,9,2.4780855068566816,5,0.09803921568627451,4,0.0784313725490196,3,43,1,3
安平區-平通里,安平區,33.21568627450981,45.77655020880896,0.0,224.0,0.0,53.0,16.0,0.0,0.0,0.0,-1.0,0.28004323811993675,0.26196609388672254,0.3230111002180923,0.7889592760180993,9,2.4171632896305124,2,0.0392156862745098,21,0.4117647058823529,13,20,0,0
安平區-建平里,安平區,85.09803921568627,112.7484376657984,0.0,626.0,15.5,101.0,45.0,0.0,0.0,0.0,-1.0,0.4153613997555013,0.12994377468971918,0.16888016076149118,1.6358371040723976,9,2.8820224719101124,5,0.09803921568627451,7,0.13725490196078433,2,26,0,2
安平區-怡平里,安平區,79.72549019607843,96.74876297532128,0.0,363.0,0.0,108.0,51.0,0.0,0.0,0.0,-1.0,0.5572818127280555,0.4178611610312908,0.3078812654034424,2.045067873303167,10,2.4541353383458646,3,0.058823529411764705,14,0.27450980392156865,7,25,0,2
安平區-文平里,安平區,18.254901960784313,29.378797209725867,0.0,156.0,0.0,22.5,6.0,0.0,0.0,0.0,-1.0,0.18295679153519984,0.2256155931616499,0.23488687683940293,0.3186425339366515,9,3.570354457572503,5,0.09803921568627451,21,0.4117647058823529,7,6,0,0
安平區-漁光里,安平區,173.94117647058823,122.59908837584493,0.0,588.0,75.5,246.5,143.0,0.0,0.0,0.0,-1.0,0.4032383233773198,0.2329567604357226,0.35415645225980535,2.7903167420814463,9,1.4457156198925987,1,0.0196078431372549,1,0.0196078431372549,1,47,1,3
安平區-王城里,安平區,160.88235294117646,160.1417680755178,0.0,718.0,40.0,253.0,112.0,0.7990036542775507,2.3423259650843606,10.4,-1.0,0.600952483541135,0.5001612394766565,0.6051601227813272,3.091040723981899,9,2.3531459835861726,2,0.0392156862745098,1,0.0196078431372549,1,50,1,3
安平區-育平里,安平區,24.235294117647058,43.93066729986883,0.0,222.0,0.0,27.0,7.0,0.0,0.0,0.0,-1.0,0.20590080428730756,0.2639145427319008,0.3677726445065314,0.37918552036199066,10,3.296265560165975,6,0.11764705882352941,22,0.43137254901960786,6,13,0,0
安平區-華平里,安平區,84.62745098039215,101.77896851202878,0.0,398.0,0.0,119.0,53.0,0.0,0.0,0.0,-1.0,0.5801606006922098,0.3394034793304839,0.40598790007744173,2.0038009049773753,10,3.0390697674418607,4,0.0784313725490196,14,0.27450980392156865,3,21,0,2
安平區-金城里,安平區,242.64705882352942,238.11533537589818,0.0,1191.0,81.0,346.0,171.0,0.0,0.0,0.0,-1.0,0.47287779648558725,0.38743347170982095,0.46414936480396424,5.645067873303167,9,2.298588759593959,2,0.0392156862745098,4,0.0784313725490196,3,42,1,3
東區-中西里,東區,76.50980392156863,85.8963031914691,0.0,464.0,14.5,124.5,52.0,0.0,0.0,0.0,-1.0,0.2800664187550095,0.39232858615119337,0.41653721978251756,-0.14063348416289667,7,2.544795442775764,1,0.0196078431372549,8,0.1568627450980392,2,14,0,1
東區-仁和里,東區,74.56862745098039,72.04255822830301,0.0,333.0,21.5,99.0,58.0,0.0,0.0,0.0,-1.0,0.31350299671310977,0.015226978224305463,0.22069524031819424,1.5638009049773747,9,1.990521327014218,2,0.0392156862745098,7,0.13725490196078433,2,27,0,1
東區-南聖里,東區,35.94117647058823,42.60066279517533,0.0,246.0,0.0,50.5,30.0,0.0,0.0,0.0,-1.0,0.13945169945792596,0.303830535816101,0.42295952790975,0.9481447963800901,10,2.96198347107438,1,0.0196078431372549,15,0.29411764705882354,4,21,0,2
東區-和平里,東區,68.84313725490196,71.06936683241793,0.0,303.0,24.0,103.5,47.0,0.0,0.0,0.0,-1.0,0.46369032478078737,0.3102938490076072,0.41897849392478104,1.35076923076923,10,2.3240418118466897,3,0.058823529411764705,8,0.1568627450980392,2,23,0,2
東區-圍下里,東區,79.23529411764706,89.71010829004591,0.0,330.0,18.5,112.0,46.0,0.0,0.0,0.0,-1.0,0.08828065903858816,0.16911435452285764,0.10526138717492889,0.9511312217194565,6,1.7807445442875482,4,0.0784313725490196,9,0.17647058823529413,2,11,0,1
東區-大同里,東區,86.41176470588235,104.56006435931229,0.0,546.0,21.5,115.0,43.0,0.0,0.0,0.0,-1.0,0.29111479781130567,0.2201698463110098,0.30507728005190954,1.080723981900452,7,2.3109882515549414,4,0.0784313725490196,7,0.13725490196078433,1,22,0,1
東區-大學里,東區,97.52941176470588,143.54223809613345,0.0,786.0,4.0,136.5,45.0,0.0,0.0,0.0,-1.0,0.10103656532817576,0.5427675676341035,0.22848579224300167,0.1296832579185525,7,2.977043898509867,3,0.058823529411764705,13,0.2549019607843137,4,21,0,1
東區-大德里,東區,50.94117647058823,68.7434103793828,0.0,306.0,0.0,75.0,30.0,0.0,0.0,0.0,-1.0,0.1838498121350518,0.256439398760807,0.24073044641437646,0.35085972850678676,7,3.020785219399538,2,0.0392156862745098,16,0.3137254901960784,4,16,0,1
東區-大智里,東區,20.980392156862745,32.32181318928654,0.0,111.0,0.0,32.0,0.0,0.0,0.0,0.0,-1.0,0.3454408527401229,0.34897018073534886,0.3758058685518618,0.7693212669683257,9,3.386915887850467,4,0.0784313725490196,28,0.5490196078431373,10,11,0,0
東區-大福里,東區,56.80392156862745,66.9172682071954,0.0,339.0,3.0,94.0,38.0,0.0,0.0,0.0,-1.0,0.37950515451581246,0.3540597764295584,0.32696676020163046,0.970045248868778,6,2.9645034062387956,1,0.0196078431372549,13,0.2549019607843137,3,21,0,1
東區-富強里,東區,53.15686274509804,56.53719927588193,0.0,267.0,10.0,73.0,40.0,0.0,0.0,0.0,-1.0,0.1607269451916133,0.13580327947841284,0.08982179947254225,0.7924886877828053,9,2.0629862912189703,3,0.058823529411764705,11,0.21568627450980393,3,16,0,1
東區-富裕里,東區,45.333333333333336,56.76184164266226,0.0,247.0,0.0,82.0,18.0,0.0,0.0,0.0,-1.0,0.35310333793042376,0.1775144617747152,0.33630880809245234,1.2705882352941171,9,2.5967042497831745,2,0.0392156862745098,18,0.35294117647058826,6,27,0,2
東區-小東里,東區,123.43137254901961,105.32772757483393,0.0,392.0,24.0,173.5,108.0,0.0,0.0,0.0,-1.0,0.29678149410297217,0.021572018744381003,0.14885072788848996,1.659547511312217,6,1.6737729300941993,0,0.0,4,0.0784313725490196,1,40,1,1
東區-崇信里,東區,24.03921568627451,40.231311579074195,0.0,200.0,0.0,30.0,6.0,0.0,0.0,0.0,-1.0,0.24437206180649668,0.4291453791146506,0.15063487527486832,0.3854298642533937,7,3.865573770491803,4,0.0784313725490196,21,0.4117647058823529,6,21,0,0
東區-崇善里,東區,56.94117647058823,64.66108930870432,0.0,253.0,2.5,72.5,43.0,0.0,0.0,0.0,-1.0,0.11602618842860464,0.5797743422158154,0.1381850309356971,1.4171040723981894,8,2.1928057553956837,3,0.058823529411764705,13,0.2549019607843137,5,18,0,1
東區-崇學里,東區,38.8235294117647,47.38510562712842,0.0,199.0,0.0,66.0,18.0,0.0,0.0,0.0,-1.0,0.411790002482784,0.2798626286814086,0.15563887719081018,0.5999095022624432,7,2.6734798160449667,1,0.0196078431372549,14,0.27450980392156865,7,20,0,2
東區-崇德里,東區,60.745098039215684,66.64798365659831,0.0,246.0,0.0,85.0,46.0,0.0,0.0,0.0,-1.0,0.2739011876853583,0.2838840324452553,0.3370166048437734,0.4358371040723983,9,2.3200522534291315,3,0.058823529411764705,14,0.27450980392156865,7,29,0,2
東區-崇成里,東區,25.019607843137255,36.116195921541035,0.0,170.0,0.0,35.5,17.0,0.0,0.0,0.0,-1.0,0.24176779113441085,0.09323058354726242,0.3667561198074559,0.313122171945701,10,2.2664576802507836,4,0.0784313725490196,21,0.4117647058823529,7,9,0,0
東區-崇文里,東區,31.49019607843137,46.66663585433157,0.0,224.0,0.0,43.0,12.0,0.0,0.0,0.0,-1.0,0.2226722809473876,0.06830343500683261,0.22091059385573522,0.92552036199095,9,2.5255102040816326,4,0.0784313725490196,20,0.39215686274509803,11,8,0,0
東區-崇明里,東區,86.96078431372548,89.41072883816881,0.0,370.0,26.0,108.0,63.0,0.0,0.0,0.0,-1.0,0.33731968480948415,-0.015487740360136837,0.24007712910970927,1.5170135746606328,10,1.9162448228255866,5,0.09803921568627451,6,0.11764705882352941,3,21,0,2
東區-崇誨里,東區,36.88235294117647,44.113783360225874,0.0,166.0,2.0,54.0,21.0,0.0,0.0,0.0,-1.0,0.2879646699358529,0.07213642833034614,0.25177810270637735,0.3358371040723982,7,2.792656587473002,4,0.0784313725490196,13,0.2549019607843137,4,15,0,1
東區-後甲里,東區,110.49019607843137,109.44923435986559,0.0,521.0,45.0,138.5,86.0,0.0,0.0,0.0,-1.0,0.3821798685899642,0.32123784799895627,0.24481390491361626,1.2350226244343885,9,1.7751605995717346,3,0.058823529411764705,4,0.0784313725490196,1,40,1,3
東區-復興里,東區,75.11764705882354,83.17370908137343,0.0,338.0,20.5,107.5,45.0,0.0,0.0,0.0,-1.0,0.3560462469061799,0.4543316658380153,0.3733488706276774,-0.20316742081447978,6,2.5354330708661417,2,0.0392156862745098,9,0.17647058823529413,2,23,0,1
東區-德光里,東區,54.03921568627451,65.49624746023659,0.0,293.0,4.5,77.0,30.0,0.0,0.0,0.0,-1.0,0.31123985181052943,0.23528385643149122,0.28006426595328304,0.45176470588235285,7,2.1248185776487665,3,0.058823529411764705,10,0.19607843137254902,4,36,0,2
東區-德高里,東區,87.27450980392157,112.48076785502,0.0,414.0,11.0,107.0,45.0,0.0,0.0,0.0,-1.0,0.41349804324322226,0.25792470320638605,0.40198364077618864,1.4282352941176462,9,2.417403127124405,6,0.11764705882352941,9,0.17647058823529413,2,21,0,2
東區-忠孝里,東區,97.88235294117646,101.46854627101415,0.0,379.0,8.0,151.5,65.0,0.0,0.0,0.0,-1.0,0.49313168774540583,0.4785142470066379,0.4586071826653463,1.0431674208144783,6,2.208097165991903,1,0.0196078431372549,11,0.21568627450980393,2,31,1,2
東區-成大里,東區,78.86274509803921,113.43527134147352,0.0,679.0,18.5,100.0,44.0,0.0,0.0,0.0,-1.0,0.16184247663899692,0.018598463875076045,0.058015476070117825,0.19574660633484184,9,2.473145141144142,4,0.0784313725490196,11,0.21568627450980393,2,12,0,1
東區-文聖里,東區,76.84313725490196,76.10003220735709,0.0,438.0,28.5,103.0,57.0,0.0,0.0,0.0,-1.0,0.47014267272770066,0.18427017633293427,0.27251157751718363,0.3837104072398182,6,2.4652005174644245,2,0.0392156862745098,6,0.11764705882352941,2,24,0,1
東區-新東里,東區,50.627450980392155,63.485104011669925,0.0,291.0,7.5,61.0,33.0,0.0,0.0,0.0,-1.0,0.15715610425911244,0.03267261075219792,0.21717759364354372,0.4645248868778279,7,2.7010550996483,5,0.09803921568627451,9,0.17647058823529413,1,21,0,1
東區-東光里,東區,34.19607843137255,57.48913622862781,0.0,340.0,0.0,50.0,11.0,0.0,0.0,0.0,-1.0,0.26441545294424,0.29898711151800916,0.18631853527265502,0.14334841628959255,7,3.7431192660550456,2,0.0392156862745098,21,0.4117647058823529,10,8,0,0
東區-東安里,東區,48.11764705882353,50.23649950337843,0.0,204.0,13.0,67.5,28.0,0.0,0.0,0.0,-1.0,-0.023964075369105494,0.39420886577578257,-0.10303437987556992,-0.12443438914027175,6,1.902200488997555,3,0.058823529411764705,11,0.21568627450980393,5,11,0,1
東區-東明里,東區,80.98039215686275,123.14227384551226,0.0,522.0,0.0,110.5,18.0,0.0,0.0,0.0,-1.0,0.25246968777611006,0.6053425732157818,0.23201494235505152,-0.10054298642533915,7,3.149636803874092,4,0.0784313725490196,21,0.4117647058823529,7,18,0,2
東區-東智里,東區,16.529411764705884,23.376358092035186,0.0,122.0,0.0,22.0,9.0,0.0,0.0,0.0,-1.0,0.20505750960411676,0.2970256239256232,-0.026883335779323593,-0.043710407239819206,9,2.4578313253012047,2,0.0392156862745098,23,0.45098039215686275,6,8,0,0
東區-東聖里,東區,92.62745098039215,107.9388643231554,0.0,450.0,17.0,137.0,53.0,0.0,0.0,0.0,-1.0,0.6063985111726188,0.5041898403545416,0.3989643216306682,0.15864253393665104,6,3.375952582557155,3,0.058823529411764705,9,0.17647058823529413,3,21,0,2
東區-東門里,東區,66.05882352941177,82.16140499400089,0.0,407.0,15.5,87.5,39.0,0.0,0.0,0.0,-1.0,0.20859065675450966,0.2842964317935229,0.10416801523746885,0.11737556561085906,6,2.7697885196374625,3,0.058823529411764705,10,0.19607843137254902,2,11,0,1
東區-泉南里,東區,61.450980392156865,86.11302194801672,0.0,327.0,3.0,63.0,31.0,0.0,0.0,0.0,-1.0,0.2337557895315196,0.025036153147635073,0.16622509154648127,0.9268778280542977,10,2.7370441458733206,6,0.11764705882352941,13,0.2549019607843137,3,22,0,1
東區-自強里,東區,68.17647058823529,82.82963379910669,0.0,292.0,0.0,111.5,32.0,0.0,0.0,0.0,-1.0,0.43320712646027965,0.3751547871130032,0.4443354159193421,-0.17692307692307732,7,2.2611224193079384,1,0.0196078431372549,19,0.37254901960784315,5,11,0,2
東區-莊敬里,東區,51.15686274509804,52.13611897677832,0.0,247.0,2.5,80.5,41.0,0.0,0.0,0.0,-1.0,0.41237528619156805,0.28464000308208526,0.2360929264250754,1.4701357466063343,10,2.0646766169154227,1,0.0196078431372549,13,0.2549019607843137,5,32,0,2
東區-虎尾里,東區,38.431372549019606,57.546591524419846,0.0,286.0,0.0,49.0,17.0,0.0,0.0,0.0,-1.0,0.296921245767171,0.16258503444510466,0.18458555907355842,0.28271493212669657,7,2.901511203751954,4,0.0784313725490196,15,0.29411764705882354,3,8,0,1
東區-衛國里,東區,90.0,145.40894057794384,0.0,909.0,9.0,136.5,37.0,0.0,0.0,0.0,-1.0,0.206761010786271,0.22770781631133608,0.15873683719889348,0.8403619909502263,7,3.4601063829787235,2,0.0392156862745098,10,0.19607843137254902,3,21,0,1
東區-裕聖里,東區,44.411764705882355,56.2427511669151,0.0,226.0,0.0,58.0,24.0,0.0,0.0,0.0,-1.0,0.4704310297774166,0.4389073284521749,0.4036373617911301,-0.5323981900452491,6,2.5904255319148937,5,0.09803921568627451,15,0.29411764705882354,3,21,0,1
東區-裕農里,東區,46.64705882352941,61.784730647438046,0.0,290.0,5.0,58.5,30.0,0.0,0.0,0.0,-1.0,0.06930456471936279,0.38999738170258375,0.13487595312810535,0.5337556561085971,7,2.6948079358379062,4,0.0784313725490196,11,0.21568627450980393,3,24,0,1
東區-路東里,東區,60.21568627450981,72.49891412303779,0.0,278.0,0.0,96.0,31.0,0.0,0.0,0.0,-1.0,0.4726717826645433,0.47153214746063626,0.3273516752758532,0.8381900452488684,9,2.677165354330709,3,0.058823529411764705,16,0.3137254901960784,3,19,0,2
東區-關聖里,東區,27.372549019607842,38.92709122670931,0.0,191.0,0.0,44.0,11.0,0.0,0.0,0.0,-1.0,0.47231848673256366,0.4728411123809192,0.48894536597637,0.7508597285067871,9,3.347414420975965,2,0.0392156862745098,25,0.49019607843137253,10,12,0,0
東區-龍山里,東區,38.88235294117647,38.66763352408499,0.0,125.0,2.5,64.0,28.0,0.0,0.0,0.0,-1.0,0.29915394220102876,0.5488537333060529,0.4266222340311541,0.2940271493212666,7,1.8054711246200608,0,0.0,13,0.2549019607843137,5,29,0,2
永康區-三合里,永康區,65.82352941176471,84.3743339842995,0.0,430.0,8.5,93.5,37.0,0.0,0.0,0.0,-1.0,0.44561825229006197,0.3317418337984088,0.25529055468450634,0.7548416289592755,7,3.0841791044776117,2,0.0392156862745098,8,0.1568627450980392,2,22,0,1
永康區-三民里,永康區,129.80392156862746,121.81543738095647,0.0,784.0,79.0,153.5,109.0,0.0,0.0,0.0,-1.0,0.3409888108623663,0.18957256971479883,-0.08736893793738161,0.3052488687782799,4,2.419203012237214,4,0.0784313725490196,4,0.0784313725490196,1,24,1,1
永康區-中興里,永康區,60.68627450980392,72.23613782479748,0.0,289.0,0.0,75.0,46.0,0.0,0.0,0.0,-1.0,0.13934663703375316,0.3160943726277537,0.31590432706172145,0.7588235294117645,7,2.5473344103392566,5,0.09803921568627451,16,0.3137254901960784,10,24,0,2
永康區-中華里,永康區,88.66666666666667,117.16273582785043,0.0,508.0,0.0,126.5,35.0,0.0,0.0,0.0,-1.0,0.37052758725937024,0.5657905341870769,0.38668606628575625,1.1468778280542984,7,2.712074303405573,3,0.058823529411764705,15,0.29411764705882354,3,17,0,2
永康區-二王里,永康區,65.86274509803921,59.711312029746296,0.0,204.0,16.5,107.5,45.0,0.0,0.0,0.0,-1.0,0.3449136856910204,0.254083416010687,0.40565888033588543,1.8643438914027146,7,2.2091084028223222,0,0.0,7,0.13725490196078433,2,27,0,2
永康區-五王里,永康區,74.43137254901961,92.57348538365848,0.0,608.0,32.5,89.5,57.0,0.0,0.0,0.0,-1.0,0.07376900648179516,0.2754984026206136,0.2470239451081487,0.666606334841629,7,2.4244828563332392,3,0.058823529411764705,2,0.0392156862745098,1,27,1,1
永康區-光復里,永康區,135.94117647058823,104.29638762003329,0.0,404.0,39.5,209.0,133.0,0.0,0.0,0.0,-1.0,0.3127744353057484,0.5799995022553601,0.43343410649179287,3.923619909502261,7,1.795572303344324,0,0.0,10,0.19607843137254902,4,23,1,3
永康區-六合里,永康區,42.05882352941177,47.380338438937265,0.0,233.0,0.0,58.0,37.0,0.0,0.0,0.0,-1.0,0.2563597593274204,0.18622014886934354,0.472115311806714,0.33438914027149325,9,2.1169647172547124,1,0.0196078431372549,19,0.37254901960784315,5,19,0,2
永康區-勝利里,永康區,60.529411764705884,70.86250149160033,0.0,375.0,15.5,92.5,38.0,0.0,0.0,0.0,-1.0,0.18872471436397253,0.42526842505235835,0.4624024467004665,0.07701357466063323,7,2.745995423340961,1,0.0196078431372549,12,0.23529411764705882,5,16,0,1
永康區-北灣里,永康區,84.37254901960785,89.7130895208305,0.0,343.0,6.5,141.5,54.0,0.0,0.0,0.0,-1.0,0.3873178013953913,0.21604369402984994,0.18353852784344385,2.087511312217194,7,2.366722448003825,0,0.0,11,0.21568627450980393,3,12,0,1
永康區-北興里,永康區,69.52941176470588,59.549089981687025,0.0,289.0,25.0,89.5,54.0,0.0,0.0,0.0,-1.0,0.39640077143895713,0.368968197120237,0.2619528310934759,1.1692307692307689,7,2.15473441108545,3,0.058823529411764705,1,0.0196078431372549,1,48,1,1
永康區-南灣里,永康區,30.84313725490196,28.92222159449001,0.0,105.0,1.5,48.5,27.0,0.0,0.0,0.0,-1.0,0.30380513235108797,0.3420657271839268,0.3375369251042272,0.8495927601809952,10,1.8984838497033618,0,0.0,13,0.2549019607843137,6,23,0,2
永康區-埔園里,永康區,108.92156862745098,121.31196859951699,0.0,535.0,24.0,150.5,70.0,0.0,0.0,0.0,-1.0,0.37857935558841693,0.2099481115059148,0.48636687342409846,3.3471493212669676,9,2.0325805257312104,2,0.0392156862745098,7,0.13725490196078433,5,34,1,2
永康區-塩洲里,永康區,73.0,91.83376285440993,0.0,479.0,2.5,100.5,46.0,0.0,0.0,0.0,-1.0,0.3273822603029306,0.12443963046895812,0.4737435103337404,1.9758371040723972,10,2.43945205479452,2,0.0392156862745098,12,0.23529411764705882,4,27,0,2
永康區-塩興里,永康區,52.23529411764706,48.38867149872752,0.0,179.0,16.0,79.5,41.0,0.0,0.0,0.0,-1.0,0.4477123473883297,0.1936325682321671,0.2115832479873599,0.9835294117647052,10,2.1171171171171173,2,0.0392156862745098,10,0.19607843137254902,4,36,0,2
永康區-塩行里,永康區,66.47058823529412,52.004750914191085,0.0,217.0,19.0,90.0,74.0,0.0,0.0,0.0,-1.0,0.48957297388270943,0.34043996549697736,0.32299477806040033,0.8928506787330314,7,1.9685553248294274,1,0.0196078431372549,8,0.1568627450980392,6,42,0,2
永康區-大橋里,永康區,60.23529411764706,64.93984546803114,0.0,304.0,11.5,97.5,35.0,0.0,0.0,0.0,-1.0,0.5442664335180938,0.47594984251437616,0.477579716551566,0.8040723981900447,7,2.508983992159425,1,0.0196078431372549,9,0.17647058823529413,5,23,0,2
永康區-大灣里,永康區,84.56862745098039,83.70764717801136,0.0,475.0,29.0,99.0,74.0,0.0,0.0,0.0,-1.0,0.20739081070996987,0.29523756487966724,0.35599365393363236,0.8823529411764699,7,2.289642095283243,4,0.0784313725490196,4,0.0784313725490196,2,26,1,1
永康區-安康里,永康區,53.0,46.53127980187091,0.0,174.0,19.0,83.5,38.0,0.0,0.0,0.0,-1.0,0.304581186245169,0.32056045567260116,0.5090028907295951,0.22280542986425309,7,1.7452085682074407,0,0.0,9,0.17647058823529413,3,21,0,2
永康區-尚頂里,永康區,39.09803921568628,37.34448012864058,0.0,133.0,0.0,60.0,35.0,0.0,0.0,0.0,-1.0,0.6035573924972509,0.5545949059024703,0.4705195330819289,0.2513122171945697,7,2.1785356068204615,0,0.0,15,0.29411764705882354,7,28,0,2
永康區-崑山里,永康區,41.11764705882353,49.48682534122532,0.0,230.0,0.0,63.5,25.0,0.0,0.0,0.0,-1.0,0.3413507073476247,0.3437960212579387,0.504305726621944,0.2936651583710405,8,2.646543330087634,1,0.0196078431372549,17,0.3333333333333333,4,13,0,2
永康區-建國里,永康區,107.62745098039215,99.02928067684098,0.0,370.0,23.5,167.5,73.0,0.0,0.0,0.0,-1.0,0.5841758736428959,0.4601347634629819,0.5175393334004829,2.459638009049773,10,2.2255358807082946,0,0.0,6,0.11764705882352941,5,40,1,3
永康區-復國里,永康區,86.96078431372548,93.15856606545933,0.0,364.0,0.0,143.0,61.0,0.0,0.0,0.0,-1.0,0.45409390855500514,0.29135390712670717,0.4366662697662459,2.619366515837103,7,2.4308681672025725,1,0.0196078431372549,15,0.29411764705882354,6,24,0,2
永康區-復興里,永康區,148.50980392156862,107.25229555566999,0.0,490.0,69.5,237.5,125.0,0.0,0.0,0.0,-1.0,0.6833235361609599,0.6242410040838781,0.6299438221830115,3.157285067873302,9,1.8152892004853713,1,0.0196078431372549,3,0.058823529411764705,1,42,1,3
永康區-復華里,永康區,32.72549019607843,46.243303701778295,0.0,217.0,0.0,47.0,16.0,0.0,0.0,0.0,-1.0,0.38385962816893315,0.47181667338538325,0.4915295787965843,0.6518552036199095,7,3.32893948472139,3,0.058823529411764705,16,0.3137254901960784,10,22,0,0
